Ad Unit Name,Size,Site,gamAdUnit,adyoulike.placement,appnexus.placement_id,kargo.placementId,nextMillennium.placement_id,pgamssp.placementId,seedtag.placement,seedtag.adUnitId,triplelift.inventoryCode,geniee.zoneId
billboard-(.*),970x250,growagardengame.com,growagardengame.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,,inBanner,36762003,,
mobile-unit-(.*),300x250,growagardengame.com,growagardengame.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,,inBanner,36762003,,
anchor,1000x100,growagardengame.com,growagardengame.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,,inScreen,36762001,,
video,300x169,growagardengame.com,growagardengame.com/video,,,,,,inStream,36762004,,
right-rail-1,300x250,howbazaar.gg,howbazaar.gg/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_dlx03cqabQ,77116,14382,inBanner,36380434,,
mobile-unit-(.*),300x250,howbazaar.gg,howbazaar.gg/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,_z06eplZsHF,77123,14382,,,,
left-rail-1,300x250,howbazaar.gg,howbazaar.gg/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,_dlx03cqabQ,77118,14382,inBanner,36380433,,
anchor,1000x100,howbazaar.gg,howbazaar.gg/anchor,3fdb35aaca880ae9a1c99299649805f0,,,77121,14382,inScreen,36380432,,
right-rail-2,300x600,howbazaar.gg,howbazaar.gg/right-rail-2,d38c91963367413b19cac12175161fc7,,_blMZq9rMJ0,77117,14382,inBanner,36380434,,
leaderboard-(.*),300x250,howbazaar.gg,howbazaar.gg/leaderboard,0b6670e89fc5152f385f05dcace118a8,,_z06eplZsHF,77122,14382,,,,
billboard,970x250,howbazaar.gg,howbazaar.gg/billboard,c3db67f8eb975055504bf15dd06fc439,,_rVCWfW92n4,77120,14382,inBanner,36380433,,
left-rail-2,300x600,howbazaar.gg,howbazaar.gg/left-rail-2,d38c91963367413b19cac12175161fc7,,_blMZq9rMJ0,77119,14382,inBanner,36380433,,
left-rail-1,300x250,iloa.gg,iloa.gg/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,15547,inBanner,37150530,,
right-rail-1,300x250,iloa.gg,iloa.gg/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,15548,inBanner,37150530,,
left-rail-2,300x600,iloa.gg,iloa.gg/left-rail-2,d38c91963367413b19cac12175161fc7,,,,15549,inBanner,37150530,,
leaderboard-(.*),728x90,iloa.gg,iloa.gg/leaderboard,81cded6577753d91e46630a79d8142d6,,,,15550,inBanner,37150531,,
billboard-(.*),970x250,iloa.gg,iloa.gg/billboard,c3db67f8eb975055504bf15dd06fc439,,,,15551,inBanner,37150531,,
right-rail-2,300x600,iloa.gg,iloa.gg/right-rail-2,d38c91963367413b19cac12175161fc7,,,,15552,inBanner,37150531,,
anchor,1000x100,iloa.gg,iloa.gg/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,15553,inScreen,37150528,,
video,300x169,iloa.gg,iloa.gg/video,,,,,,inStream,37150532,,
mobile-unit-(.*),300x250,iloa.gg,iloa.gg/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,15555,inArticle,37150529,,
left-rail-1,300x250,lake-link.com,lake-link.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
right-rail-1,300x250,lake-link.com,lake-link.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
left-rail-2,300x600,lake-link.com,lake-link.com/left-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
right-rail-2,300x600,lake-link.com,lake-link.com/right-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
leaderboard-(.*),728x90,lake-link.com,lake-link.com/leaderboard,81cded6577753d91e46630a79d8142d6,,,,,,,,
billboard-(.*),970x250,lake-link.com,lake-link.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,,,,,
anchor,1000x100,lake-link.com,lake-link.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,,,,,
mobile-unit-(.*),300x250,lake-link.com,lake-link.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,,,,,
video,300x169,lake-link.com,lake-link.com/video,,,,,,,,,
left-rail-1,300x250,meaegi.com,meaegi.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,15556,inBanner,37150543,,
left-rail-2,300x600,meaegi.com,meaegi.com/left-rail-2,d38c91963367413b19cac12175161fc7,,,,15557,inBanner,37150543,,
right-rail-1,300x250,meaegi.com,meaegi.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,15558,inBanner,37150543,,
right-rail-2,300x600,meaegi.com,meaegi.com/right-rail-2,d38c91963367413b19cac12175161fc7,,,,15559,inBanner,37150544,,
leaderboard-(.*),728x90,meaegi.com,meaegi.com/leaderboard,81cded6577753d91e46630a79d8142d6,,,,15560,inBanner,37150544,,
billboard-(.*),970x250,meaegi.com,meaegi.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,15561,inBanner,37150544,,
anchor,1000x100,meaegi.com,meaegi.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,15562,inScreen,37150541,,
video,300x169,meaegi.com,meaegi.com/video,,,,,,inStream,37150545,,
mobile-unit-(.*),300x250,meaegi.com,meaegi.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,15564,inArticle,37150542,,
left-rail-1,300x250,metatft.com,metatft.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,_y9ZFYwRe84,61802,3389,inBanner,36566873,RevIQ_metatftcom_left-rail-1_300x250_PBc2s,1607961
right-rail-2,300x600,metatft.com,metatft.com/right-rail-2,d38c91963367413b19cac12175161fc7,,_y9ZFYwRe84,61805,3388,inBanner,36566874,RevIQ_metatftcom_right-rail-2_300x600_PBc2s,1607965
billboard,970x250,metatft.com,metatft.com/billboard,c3db67f8eb975055504bf15dd06fc439,,_siopfpWgdn,61806,3384,inBanner,36566873,RevIQ_metatftcom_billboard_970x250_PBc2s,1607963
right-rail-1,300x250,metatft.com,metatft.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_y9ZFYwRe84,61804,3389,inBanner,36566874,RevIQ_metatftcom_right-rail-1_300x250_PBc2s,1607962
left-rail-2,300x600,metatft.com,metatft.com/left-rail-2,0b6670e89fc5152f385f05dcace118a8,,_y9ZFYwRe84,61803,3389,inBanner,36566874,RevIQ_metatftcom_left-rail-2_300x600_PBc2s,1607964
anchor,1000x100,metatft.com,metatft.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,61807,3391,inScreen,36566872,RevIQ_metatftcom_anchor_1000x100_PBc2s,1607966
video,400x225,metatft.com,metatft.com/video,,,,61809,,,,,
mobile-inline-(.*),300x250,metatft.com,metatft.com/mobile-inline,8d441d426adeaea9fc671c162e42adc1,,_iZW7LiHFKf,62117,3389,inBanner,36566874,RevIQ_metatftcom_mobile-inline-0_300x250_PBc2s,
right-rail-1,300x250,myfolsom.com,myfolsom.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,36489906,_lE69eXnLu2,,14425,inBanner,37112777,,
video,400x225,myfolsom.com,myfolsom.com/video,,36489906,,,,inStream,37112780,,
right-rail-2,300x600,myfolsom.com,myfolsom.com/right-rail-2,d38c91963367413b19cac12175161fc7,36489906,_hnhgc0Si5V,,14426,inBanner,37112777,,
left-rail-2,300x600,myfolsom.com,myfolsom.com/left-rail-2,d38c91963367413b19cac12175161fc7,36489906,_hnhgc0Si5V,,14428,inBanner,37112778,,
anchor,1000x100,myfolsom.com,myfolsom.com/anchor,3fdb35aaca880ae9a1c99299649805f0,36489906,,,14430,inScreen,37112775,,
billboard,970x250,myfolsom.com,myfolsom.com/billboard,c3db67f8eb975055504bf15dd06fc439,36489906,_qOkE73Dk2s,,14429,inBanner,37112778,,
left-rail-1,300x250,myfolsom.com,myfolsom.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,36489906,_lE69eXnLu2,,14427,inBanner,37112779,,
mobile-inline-(.*),300x250,myfolsom.com,myfolsom.com/mobile-inline,8d441d426adeaea9fc671c162e42adc1,36489906,_iwMs3s6v3q,,14431,inArticle,37112776,,
backfill,300x250,op.gg,op.gg/backfill,0b6670e89fc5152f385f05dcace118a8,36085954,_lUbvkzAa7A,77124,2698,inBanner,36380448,RevIQ_op-gg_statistics-left-rail-2_300x250_PBc2s,
in-feed-(.*),728x90,op.gg,op.gg/in-feed,81cded6577753d91e46630a79d8142d6,36085954,_ws5fRW8Jzk,77136,2592,inBanner,36380447,RevIQ_opgg_728x90_PBc2s,
left-rail-1,300x250,op.gg,op.gg/left-rail-1,0b6670e89fc5152f385f05dcace118a8,36085954,_lUbvkzAa7A,77125,2698,inBanner,36380448,RevIQ_op-gg_statistics-left-rail-2_300x250_PBc2s,
left-rail-2,300x600,op.gg,op.gg/left-rail-2,d38c91963367413b19cac12175161fc7,36085954,_vDP9LRVoop,77126,2697,inBanner,36380448,RevIQ_op-gg_statistics-left-rail-1_300x600_PBc2s,
billboard,970x250,op.gg,op.gg/billboard,c3db67f8eb975055504bf15dd06fc439,36085954,_ws5fRW8Jzk,77130,14459,inBanner,36380450,RevIQ_op-gg_statistics-billboard_970x250_PBc2s,
mobile-in-feed-1,300x250,op.gg,op.gg/mobile-in-feed-1,8d441d426adeaea9fc671c162e42adc1,36085954,_eVO14hgEkr,77135,2698,inArticle,5275-2196-01,RevIQ_op-gg_statistics-right-rail-2_300x250_PBc2s,
video,400x225,op.gg,op.gg/video,,,,77139,,,,,
right-rail-1,300x250,op.gg,op.gg/right-rail-1,0b6670e89fc5152f385f05dcace118a8,36085954,_lUbvkzAa7A,77127,2698,inBanner,36380449,RevIQ_op-gg_statistics-right-rail-2_300x250_PBc2s,
home-billboard,970x250,op.gg,op.gg/home-billboard,c3db67f8eb975055504bf15dd06fc439,36085954,_ws5fRW8Jzk,77131,14459,inBanner,36380450,RevIQ_op-gg_statistics-billboard_970x250_PBc2s,
anchor,1000x100,op.gg,op.gg/anchor,3fdb35aaca880ae9a1c99299649805f0,36085954,_ot8flmLwyS,77133,14460,inScreen,36380446,RevIQ_opgg_970x90-top_PBc2s,
in-feed-left-1,300x250,op.gg,op.gg/in-feed-left-1,0b6670e89fc5152f385f05dcace118a8,36085954,_lUbvkzAa7A,77137,2698,inBanner,36380448,RevIQ_op-gg_statistics-left-rail-2_300x250_PBc2s,
in-feed-right-1,300x250,op.gg,op.gg/in-feed-right-1,0b6670e89fc5152f385f05dcace118a8,36085954,_lUbvkzAa7A,77138,2698,inBanner,36380448,RevIQ_op-gg_statistics-left-rail-2_300x250_PBc2s,
footer,970x250,op.gg,op.gg/footer,c3db67f8eb975055504bf15dd06fc439,36085954,_ws5fRW8Jzk,77132,14459,inBanner,36380450,RevIQ_op-gg_statistics-billboard_970x250_PBc2s,
leaderboard,1000x100,op.gg,op.gg/leaderboard,3fdb35aaca880ae9a1c99299649805f0,36085954,_ot8flmLwyS,77129,14460,inBanner,36380449,RevIQ_opgg_970x90-top_PBc2s,
right-rail-2,300x600,op.gg,op.gg/right-rail-2,d38c91963367413b19cac12175161fc7,36085954,_vDP9LRVoop,77128,2697,inBanner,36380449,RevIQ_op-gg_leaderboards-right-rail-1_300x600_PBc2s,
mobile-unit-(.*),300x250,op.gg,op.gg/mobile-unit,8d441d426adeaea9fc671c162e42adc1,36085954,_eVO14hgEkr,77134,2698,inBanner,36380451,RevIQ_op-gg_statistics-right-rail-2_300x250_PBc2s,
left-rail-1,300x250,paint-3d.com,paint-3d.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,16455,inBanner,37150549,,1607974
left-rail-2,300x600,paint-3d.com,paint-3d.com/left-rail-2,d38c91963367413b19cac12175161fc7,,,,16456,inBanner,37150549,,1607977
right-rail-1,300x250,paint-3d.com,paint-3d.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,16457,inBanner,37150549,,1607975
right-rail-2,300x600,paint-3d.com,paint-3d.com/right-rail-2,d38c91963367413b19cac12175161fc7,,,,16458,inBanner,37150550,,1607978
leaderboard-(.*),728x90,paint-3d.com,paint-3d.com/leaderboard,81cded6577753d91e46630a79d8142d6,,,,16459,inBanner,37150550,,1607979
billboard-(.*),970x250,paint-3d.com,paint-3d.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,16460,inBanner,37150550,,1607980
anchor,1000x100,paint-3d.com,paint-3d.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,16461,inScreen,37150547,,1607981
mobile-unit-(.*),300x250,paint-3d.com,paint-3d.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,16462,inArticle,37150548,,1607976
video,300x169,paint-3d.com,paint-3d.com/video,,,,,16463,inStream,37150551,,
left-rail-1,300x250,playcineline.com,playcineline.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,_o1fYjCwQ25,,14957,inBanner,36762025,,
left-rail-2,300x600,playcineline.com,playcineline.com/left-rail-2,d38c91963367413b19cac12175161fc7,,_gYdZ89N2Qn,,14958,inBanner,36762025,,
right-rail-1,300x250,playcineline.com,playcineline.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_o1fYjCwQ25,,14959,inBanner,36762025,,
right-rail-2,300x600,playcineline.com,playcineline.com/right-rail-2,d38c91963367413b19cac12175161fc7,,_gYdZ89N2Qn,,14960,inBanner,36762025,,
video,300x169,playcineline.com,playcineline.com/video,,,,,,inStream,36762027,,
mobile-unit-(.*),300x250,playcineline.com,playcineline.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,_hGUHPPSifN,,14962,inArticle,36762026,,
billboard-(.*),970x250,playcineline.com,playcineline.com/billboard,c3db67f8eb975055504bf15dd06fc439,,_jBaxGSFfbP,,14963,inBanner,36762026,,
anchor,1000x100,playcineline.com,playcineline.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,14964,inScreen,36762024,,
leaderboard-(.*),728x90,playcineline.com,playcineline.com/leaderboard,81cded6577753d91e46630a79d8142d6,,_jBaxGSFfbP,,14965,inBanner,36762026,,
left-rail-2,300x600,playdecodex.com,playdecodex.com/left-rail-2,d38c91963367413b19cac12175161fc7,,_f604TEy4sp,,14940,inBanner,36762017,,
left-rail-1,300x250,playdecodex.com,playdecodex.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,_cACXvANSgp,,14939,inBanner,36762017,,
right-rail-1,300x250,playdecodex.com,playdecodex.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_cACXvANSgp,,14941,inBanner,36762017,,
right-rail-2,300x600,playdecodex.com,playdecodex.com/right-rail-2,d38c91963367413b19cac12175161fc7,,_f604TEy4sp,,14942,inBanner,36762017,,
video,300x169,playdecodex.com,playdecodex.com/video,,,,,,inStream,36762019,,
mobile-unit-(.*),300x250,playdecodex.com,playdecodex.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,_stRSWlRCqp,,14944,inBanner,36762018,,
anchor,1000x100,playdecodex.com,playdecodex.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,14946,inScreen,36762016,,
billboard-(.*),970x250,playdecodex.com,playdecodex.com/billboard,c3db67f8eb975055504bf15dd06fc439,,_da00eAMbSd,,14945,inBanner,36762018,,
leaderboard-(.*),728x90,playdecodex.com,playdecodex.com/leaderboard,81cded6577753d91e46630a79d8142d6,,_da00eAMbSd,,14947,inBanner,36762021,,
left-rail-1,300x250,playwordslide.com,playwordslide.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,_u8LNyHMO6F,,14948,inBanner,36762021,,
left-rail-2,300x600,playwordslide.com,playwordslide.com/left-rail-2,d38c91963367413b19cac12175161fc7,,_bDZarxv0Hq,,14949,inBanner,36762021,,
right-rail-1,300x250,playwordslide.com,playwordslide.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_u8LNyHMO6F,,14950,inBanner,36762021,,
right-rail-2,300x600,playwordslide.com,playwordslide.com/right-rail-2,d38c91963367413b19cac12175161fc7,,_bDZarxv0Hq,,14951,inBanner,36762022,,
mobile-unit-(.*),300x250,playwordslide.com,playwordslide.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,_es28IetOUs,,14953,inBanner,36762022,,
video,300x169,playwordslide.com,playwordslide.com/video,,,,,,inStream,36762023,,
billboard-(.*),970x250,playwordslide.com,playwordslide.com/billboard,c3db67f8eb975055504bf15dd06fc439,,_v37grTNw6v,,14954,inBanner,36762022,,
anchor,1000x100,playwordslide.com,playwordslide.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,14955,inScreen,36762020,,
leaderboard-(.*),728x90,playwordslide.com,playwordslide.com/leaderboard,81cded6577753d91e46630a79d8142d6,,_v37grTNw6v,,14956,inBanner,36762022,,
rsk_bottomadhesion_desktop,728x90,rivalskins.com,rivalskins.com/rsk_bottomadhesion_desktop,81cded6577753d91e46630a79d8142d6,36489917,_fHYjj74uXH,77140,14409,inScreen,37125485,,
rsk_footer_desktop,728x90,rivalskins.com,rivalskins.com/rsk_footer_desktop,81cded6577753d91e46630a79d8142d6,36489917,_fHYjj74uXH,77142,14411,inBanner,37125488,,
RSK_SidebarLeft1_Desktop,300x600,rivalskins.com,rivalskins.com/RSK_SidebarLeft1_Desktop,d38c91963367413b19cac12175161fc7,36489917,_igXzbVkYm4,77149,14418,inBanner,37125488,,
rsk_inarticle2_mobile,300x250,rivalskins.com,rivalskins.com/rsk_inarticle2_mobile,0b6670e89fc5152f385f05dcace118a8,36489917,_cLrxmIIMpq,77146,14415,inArticle,37125486,,
rsk_inarticle3_mobile,300x250,rivalskins.com,rivalskins.com/rsk_inarticle3_mobile,0b6670e89fc5152f385f05dcace118a8,36489917,_cLrxmIIMpq,77148,14417,inArticle,37125486,,
rsk_inarticle3_desktop,728x90,rivalskins.com,rivalskins.com/rsk_inarticle3_desktop,81cded6577753d91e46630a79d8142d6,36489917,_gf3I7Qii1f,77147,14416,inArticle,37125486,,
rsk_topleaderboard_mobile,320x50,rivalskins.com,rivalskins.com/rsk_topleaderboard_mobile,1d3e329127373f26c295e2e844da7c32,36489917,_cTHUCxlMyC,77154,14423,inBanner,37125488,,
rsk_bottomadhesion_mobile,320x50,rivalskins.com,rivalskins.com/rsk_bottomadhesion_mobile,1d3e329127373f26c295e2e844da7c32,36489917,_bjIJIuJhnV,77141,14410,inScreen,37125485,,
rsk_topadhesion_desktop,1000x100,rivalskins.com,rivalskins.com/rsk_topadhesion_desktop,3fdb35aaca880ae9a1c99299649805f0,36489917,_gf3I7Qii1f,77151,14420,inBanner,37125490,,
rsk_topadhesion_mobile,320x50,rivalskins.com,rivalskins.com/rsk_topadhesion_mobile,1d3e329127373f26c295e2e844da7c32,36489917,_cTHUCxlMyC,77152,14421,inBanner,37125490,,
anchor,1000x100,rivalskins.com,rivalskins.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,77155,14424,inScreen,37125485,,
rsk_topleaderboard_desktop,1000x100,rivalskins.com,rivalskins.com/rsk_topleaderboard_desktop,3fdb35aaca880ae9a1c99299649805f0,36489917,_gf3I7Qii1f,77153,14422,inBanner,37125493,,
RSK_SidebarRight1_Desktop,300x600,rivalskins.com,rivalskins.com/RSK_SidebarRight1_Desktop,d38c91963367413b19cac12175161fc7,36489917,_igXzbVkYm4,77150,14419,inBanner,37125493,,
rsk_inarticle1_desktop,728x90,rivalskins.com,rivalskins.com/rsk_inarticle1_desktop,81cded6577753d91e46630a79d8142d6,36489917,_gf3I7Qii1f,77143,14412,inArticle,37125487,,
rsk_inarticle1_mobile,300x250,rivalskins.com,rivalskins.com/rsk_inarticle1_mobile,0b6670e89fc5152f385f05dcace118a8,36489917,_cLrxmIIMpq,77144,14413,inArticle,37125487,,
rsk_inarticle2_desktop,728x90,rivalskins.com,rivalskins.com/rsk_inarticle2_desktop,81cded6577753d91e46630a79d8142d6,36489917,_gf3I7Qii1f,77145,14414,inArticle,37125487,,
left-rail-1,300x250,routinehub.co,routinehub.co/left-rail-1,0b6670e89fc5152f385f05dcace118a8,36489920,_lAu74et2aj,,14396,inBanner,37125481,,
billboard,970x250,routinehub.co,routinehub.co/billboard,c3db67f8eb975055504bf15dd06fc439,36489920,_xQMvgAHPm6,,14400,inBanner,37125481,,
left-rail-2,300x600,routinehub.co,routinehub.co/left-rail-2,d38c91963367413b19cac12175161fc7,36489920,_urGPOGwTyr,,14397,inBanner,37125482,,
right-rail-1,300x250,routinehub.co,routinehub.co/right-rail-1,0b6670e89fc5152f385f05dcace118a8,36489920,_lAu74et2aj,,14398,inBanner,37125482,,
anchor,1000x100,routinehub.co,routinehub.co/anchor,3fdb35aaca880ae9a1c99299649805f0,36489920,,,14401,inScreen,37125479,,
mobile-inline-(.*),300x250,routinehub.co,routinehub.co/mobile-inline,8d441d426adeaea9fc671c162e42adc1,36489920,_cM8jjEBBdn,,14402,inArticle,37125480,,
interstitial,0x0,routinehub.co,routinehub.co/interstitial,none,,,,14403,,,,
right-rail-2,300x600,routinehub.co,routinehub.co/right-rail-2,d38c91963367413b19cac12175161fc7,36489920,_urGPOGwTyr,,14399,inBanner,37125482,,
left-rail-1,300x250,skitalk.com,skitalk.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
right-rail-1,300x250,skitalk.com,skitalk.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
left-rail-2,300x600,skitalk.com,skitalk.com/left-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
leaderboard-(.*),728x90,skitalk.com,skitalk.com/leaderboard,81cded6577753d91e46630a79d8142d6,,,,,,,,
right-rail-2,300x600,skitalk.com,skitalk.com/right-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
billboard-(.*),970x250,skitalk.com,skitalk.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,,,,,
anchor,1000x100,skitalk.com,skitalk.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,,,,,
mobile-unit-(.*),300x250,skitalk.com,skitalk.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,,,,,
video,300x169,skitalk.com,skitalk.com/video,,,,,,,,,
left-rail-1,300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77156,14735,inBanner,36566945,,
anchor,1000x100,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/anchor,3fdb35aaca880ae9a1c99299649805f0,36489923,_xuerP19Cr5,77163,14742,inScreen,36566944,,
right-rail-2,300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/right-rail-2,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77159,14738,inBanner,36566945,,
billboard,970x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/billboard,c3db67f8eb975055504bf15dd06fc439,36489923,_z6HgmlsdJS,77161,14740,inBanner,36566946,,
right-rail-3,300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/right-rail-3,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77160,14739,inBanner,36566945,,
left-rail-2,300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/left-rail-2,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77157,14736,inBanner,36566945,,
leaderboard-(.*),728x90,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/leaderboard,81cded6577753d91e46630a79d8142d6,36489923,_z6HgmlsdJS,77162,14741,,,,
right-rail-1,300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77158,14737,inBanner,36566945,,
in-feed-rail-(.*),300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/in-feed-rail,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77164,14743,inBanner,36566945,,
inline-mobile-(.*),300x250,stats-cc.overlayedapps.com,stats-cc.overlayedapps.com/inline-mobile,8d441d426adeaea9fc671c162e42adc1,36489923,_c0g39ye79Q,77165,14744,inBanner,36566946,,
left-rail-1,300x250,stats.cc,stats.cc/left-rail-1,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77156,14380,inBanner,36566945,,
right-rail-2,300x250,stats.cc,stats.cc/right-rail-2,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77159,14380,inBanner,36566945,,
inline-mobile-(.*),300x250,stats.cc,stats.cc/inline-mobile,8d441d426adeaea9fc671c162e42adc1,36489923,_c0g39ye79Q,77165,14380,inBanner,36566946,,
right-rail-1,300x250,stats.cc,stats.cc/right-rail-1,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77158,14380,inBanner,36566945,,
video-top,,stats.cc,stats.cc/video-top,265cf0a4a050dc6a3778aff3b22fc844,36489923,,82374,,,,,
leaderboard-(.*),728x90,stats.cc,stats.cc/leaderboard,81cded6577753d91e46630a79d8142d6,36489923,_z6HgmlsdJS,77162,14380,,,,
right-rail-3,300x250,stats.cc,stats.cc/right-rail-3,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77160,14380,inBanner,36566945,,
billboard,970x250,stats.cc,stats.cc/billboard,c3db67f8eb975055504bf15dd06fc439,36489923,_z6HgmlsdJS,77161,14380,inBanner,36566946,,
anchor,1000x100,stats.cc,stats.cc/anchor,3fdb35aaca880ae9a1c99299649805f0,36489923,_xuerP19Cr5,77163,14380,inScreen,36566944,,
in-feed-rail-(.*),300x250,stats.cc,stats.cc/in-feed-rail,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77164,14380,inBanner,36566945,,
left-rail-2,300x250,stats.cc,stats.cc/left-rail-2,0b6670e89fc5152f385f05dcace118a8,36489923,_xuerP19Cr5,77157,14380,inBanner,36566945,,
left-rail-1,300x250,streamscharts.com,streamscharts.com/left-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
left-rail-2,300x600,streamscharts.com,streamscharts.com/left-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
right-rail-2,300x600,streamscharts.com,streamscharts.com/right-rail-2,d38c91963367413b19cac12175161fc7,,,,,,,,
right-rail-1,300x250,streamscharts.com,streamscharts.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,,,,,,,
leaderboard-(.*),728x90,streamscharts.com,streamscharts.com/leaderboard,81cded6577753d91e46630a79d8142d6,,,,,,,,
billboard-(.*),970x250,streamscharts.com,streamscharts.com/billboard,c3db67f8eb975055504bf15dd06fc439,,,,,,,,
anchor,1000x100,streamscharts.com,streamscharts.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,,,,,,
mobile-unit-(.*),300x250,streamscharts.com,streamscharts.com/mobile-unit,8d441d426adeaea9fc671c162e42adc1,,,,,,,,
video,300x169,streamscharts.com,streamscharts.com/video,,,,,,,,,
right-rail-1,300x250,supervive-stats.com,supervive-stats.com/right-rail-1,0b6670e89fc5152f385f05dcace118a8,,_dlg1EEpSoP,77166,14404,inBanner,37112783,,
anchor,1000x100,supervive-stats.com,supervive-stats.com/anchor,3fdb35aaca880ae9a1c99299649805f0,,,77170,14408,inScreen,37112781,,
left-rail-2,300x600,supervive-stats.com,supervive-stats.com/left-rail-2,d38c91963367413b19cac12175161fc7,,_xb9FsZFeJG,77169,14407,inBanner,37112783,,
right-rail-2,300x600,supervive-stats.com,supervive-stats.com/right-rail-2,d38c91963367413b19cac12175161fc7,,_xb9FsZFeJG,77167,14405,inBanner,37112784,,
inline-mobile-unit-(.*),300x250,supervive-stats.com,supervive-stats.com/inline-mobile-unit,8d441d426adeaea9fc671c162e42adc1,,_lZLDUr96hL,77171,14461,inArticle,37112782,,
